번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
2774,공중화장실,57호 어린이공원,경남 창원시 마산회원구 내서읍 삼계리 41,,N,2,2,1,1,0,0,2,0,0,마산회원구청 산림농정과,,-,,,,지방자치단체,공공용시설,수세식,,N,없음,,2020-01-01
2775,공중화장실,내서도서관,"경남 창원시 마산회원구 내서읍 삼풍로 79 (삼계리, 마산내서도서관)",,N,4,4,1,1,0,0,4,0,0,내서도서관,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2776,공중화장실,신감교 앞,경남 창원시 마산회원구 내서읍 신감리 1053-1,,N,1,1,0,0,0,0,2,0,0,마산회원구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2777,공중화장실,원계근린공원,경남 창원시 마산회원구 내서읍 원계리 400-1,,N,1,1,1,1,0,0,2,0,0,마산회원구청 산림농정과,,-,,,,지방자치단체,공공용시설,수세식,,N,없음,,2020-01-01
2778,공중화장실,내서119안전센터 화장실,"경남 창원시 마산회원구 내서읍 중리공단로 104 (중리, 내서119안전센터)",,Y,0,1,0,0,0,0,2,0,0,마산소방서 내서119안전센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2779,공중화장실,호계119안전센터 1층,"경남 창원시 마산회원구 내서읍 호계본동3길 59-10 (호계리, 호계119안전센터)",,N,1,1,1,1,0,0,1,0,0,마산소방서 호계119안전센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2780,공중화장실,"1층 남자화장실, 2층 여자화장실","경남 창원시 마산회원구 무역로 145 (봉암동, 범한산업(주)제2공장)",,N,2,2,1,1,0,0,1,0,0,창원해양경찰서,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2781,공중화장실,창원교육지원청 마산교육지원센터 화장실,경남 창원시 마산회원구 봉덕2길 3 (봉암동),,N,12,12,1,1,0,0,12,1,0,창원교육지원청,,근무시간중,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-04-16
2782,공중화장실,마산교육지원센터 화장실,"경남 창원시 마산회원구 봉덕2길 3 (봉암동, 경상남도창원교육지원청)",,N,11,16,1,1,0,0,9,1,0,창원교육지원청 행정지원과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2783,공중화장실,봉암수원지 주차장,경남 창원시 마산회원구 봉암동,,N,1,2,0,0,0,0,3,0,0,마산회원구 환경미화과,,-,,,,지방자치단체,기타,수세식,,N,없음,,2020-01-01
2784,공중화장실,자연학습장,경남 창원시 마산회원구 봉암동 567,,N,2,2,1,1,0,0,2,0,0,마산회원구청 산림농정과,,-,,,,지방자치단체,공공용시설,수세식,,Y,없음,,2020-01-01
2785,공중화장실,봉암유원지,경남 창원시 마산회원구 봉암동 산1-11,,N,2,3,1,1,0,0,4,1,0,마산회원구청 산림농정과,,-,,,,지방자치단체,공공용시설,수세식,,N,없음,,2020-01-01
2786,공중화장실,국제주유소,"경남 창원시 마산회원구 북성로 163 (회원동, 국제주유소)",,Y,0,1,0,0,0,0,1,0,0,국제주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2787,공중화장실,태광주유소 화장실,"경남 창원시 마산회원구 북성로 200 (회원동, 태광주유소)",,N,1,2,0,0,0,0,1,0,0,태광주유소 화장실,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2788,공중화장실,회성동주민센터 1층화장실,"경남 창원시 마산회원구 북성로 327 (회성동, 회성동주민센터)",,N,2,2,1,1,0,0,2,0,0,마산회원구 회성동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2789,공중화장실,창원문화재단 3.15아트센터,경남 창원시 마산회원구 삼호로 135(양덕동) 3.15아트센터,,N,2,2,1,1,0,0,2,1,0,창원문화재단 3.15아트센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,,,2020-01-01
2790,공중화장실,마산회원구청 별관 화장실,"경남 창원시 마산회원구 삼호로 63 (양덕동, 마산회원구청)",,N,4,4,1,1,0,0,6,1,0,경상남도 창원시 마산회원구 행정과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2791,공중화장실,마산야구센터 X-게임장 화장실,"경남 창원시 마산회원구 삼호로 63 (양덕동,마산야구센터)",,N,1,2,0,0,0,0,2,0,0,창원시설공단 마산야구센터,,24시간,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-05-12
2792,공중화장실,마산야구센터 마산체육관 1층 화장실,"경남 창원시 마산회원구 삼호로 63 (양덕동,마산야구센터)",,N,5,8,1,1,0,0,6,1,0,창원시설공단 마산야구센터,,9시간,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-05-12
2793,공중화장실,환경생태공원,경남 창원시 진해구 여명로25번길 55,,N,2,2,1,1,0,0,2,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2794,공중화장실,웅동문화의집,"경남 창원시 진해구 용원남로 89 (용원동, 문화의집)",,N,2,3,0,0,0,0,2,0,0,웅동2동주민센터,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2795,공중화장실,26호 근린공원,경남 창원시 진해구 용원동 1336-7,,N,2,3,1,1,0,0,5,1,0,창원신항사업소,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2796,공중화장실,16호 근린공원,경남 창원시 진해구 용원동 1347-3,,N,2,3,1,1,0,0,5,1,0,창원신항사업소,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2797,공중화장실,17호 근린공원,경남 창원시 진해구 용원동 1353-5,,N,2,3,1,1,0,0,5,1,0,창원신항사업소,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2798,공중화장실,용원119안전센터 1층 화장실,"경남 창원시 진해구 용원로 43 (용원동, 용원119안전센터)",,N,2,3,0,0,0,0,2,0,0,용원119안전센터,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2799,공중화장실,녹원주유소화장실,"경남 창원시 진해구 용원로 91 (용원동, SK주유소)",,N,1,2,0,0,0,0,1,0,0,녹원주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2800,공중화장실,용재공원,경남 창원시 진해구 용원로77번길 19,,N,2,3,1,1,0,0,3,1,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2801,공중화장실,웅동2동주민센터,"경남 창원시 진해구 용재로 46 (용원동, 웅동2동주민센터)",,N,2,3,1,1,0,0,3,1,0,진해구 웅동2동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2802,공중화장실,동부도서관 화장실,"경남 창원시 진해구 용재로 66 (용원동, 동부도서관)",,N,14,9,1,1,0,0,14,0,0,도서관사업소 진해도서관 동부분관,,-,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2803,공중화장실,웅동오일뱅크 화장실,"경남 창원시 진해구 웅동로 86 (마천동, 웅동주유소)",,Y,0,1,0,0,0,0,2,0,0,웅동오일뱅크,,-,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2804,공중화장실,웅동1동 주민센터 1층 화장실,"경남 창원시 진해구 웅동로57번가길 6 (마천동, 웅동1동주민센터)",,N,2,3,1,1,0,0,2,1,0,웅동1동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2805,공중화장실,웅동1동 주민센터 2층 화장실,"경남 창원시 진해구 웅동로57번가길 6 (마천동, 웅동1동주민센터)",,Y,0,2,0,0,0,0,2,0,0,웅동1동주민센터,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2806,공중화장실,제1근린공원,경남 창원시 진해구 웅천동로 160,,N,2,3,1,1,0,0,2,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2807,공중화장실,창원시농업기술센터 진해기술지원과 화장실,경남 창원시 진해구 웅천로 218 창원시농업기술센터 진해기술지원과,,N,2,3,1,1,0,0,2,1,0,창원시농업기술센터 진해기술지원과,,근무시간 내,,,,지방자치단체,공공용시설,수거식,없음,N,없음,,2020-01-01
2808,공중화장실,협성주유소 화장실,"경남 창원시 진해구 월남로 150 (남양동, 협성주유소)",,Y,0,2,0,0,0,0,2,0,0,협성주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2809,공중화장실,자은제2어린이공원,경남 창원시 진해구 자은로 28번길,,N,1,3,0,0,0,0,1,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2810,공중화장실,장복산공원(구례동산),경남 창원시 진해구 장복산길 56-42,,N,1,1,0,0,0,0,1,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2811,공중화장실,장복산공원(진흥사 밑),경남 창원시 진해구 장복산길 56-42,,N,2,3,0,0,0,0,4,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-01-01
2812,공중화장실,장복하늘마루산길(삼밀사입구),경남 창원시 진해구 장복산길 56-42,,N,1,2,0,0,0,0,2,0,0,진해구 수산산림과,,-,,,,지방자치단체,기타,수거식,없음,N,없음,,2020-01-01
2813,공중화장실,장복하늘마루산길(하늘마루 입구),경남 창원시 진해구 장복산길 56-42,,N,1,1,0,0,0,0,1,0,0,진해구청 수산산림과,,-,,,,지방자치단체,기타,수거식,없음,N,없음,,2020-01-01
2814,공중화장실,속천주차장,경남 창원시 진해구 제황산동 24-55,,N,1,2,1,1,0,0,2,0,0,진해구 환경미화과,,-,,,,지방자치단체,교통시설,수세식,,N,없음,,2020-01-01
2815,공중화장실,KT 진해지점,경남 창원시 진해구 중원동로 49 (통신동),,N,16,12,0,0,0,0,16,0,0,KT,,-,,,,민간,상업시설,수세식,없음,N,없음,,2020-01-01
2816,공중화장실,제황산공원 일년계단,경남 창원시 진해구 중원동로 52,,N,2,5,0,0,0,0,4,0,0,창원시 진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2817,공중화장실,제황산공원 200계단,"경남 창원시 진해구 중원동로 52 (제황산동, 진해탑)",,N,3,4,1,1,0,0,7,1,0,창원시 진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,,,2020-01-01
2818,공중화장실,서부보건지소 1층 화장실,"경남 창원시 진해구 중원동로 62 (중앙동, 서부보건지소)",,N,2,3,1,1,0,0,3,0,0,진해보건소 서부보건지소,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2819,공중화장실,서부보건지소 2층 화장실,"경남 창원시 진해구 중원동로 62 (중앙동, 서부보건지소)",,N,2,3,1,1,0,0,3,0,0,진해보건소 서부보건지소,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2820,공중화장실,서부보건지소 3층 화장실,"경남 창원시 진해구 중원동로 62 (중앙동, 서부보건지소)",,N,2,3,1,1,0,0,3,0,0,진해보건소 서부보건지소,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2821,공중화장실,서부보건지소 4층 화장실,"경남 창원시 진해구 중원동로 62 (중앙동, 서부보건지소)",,N,2,3,1,1,0,0,3,0,0,진해보건소 서부보건지소,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2822,공중화장실,진해 청소년전당,"경남 창원시 진해구 중원로 33 (중평동, 진해 청소년전당)",,N,9,9,1,1,0,0,18,1,0,진해 청소년전당,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2823,공중화장실,태백동주민센터 화장실,"경남 창원시 진해구 중초로9번길 38 (경화동, 태백동주민센터)",,N,1,1,1,1,0,0,1,1,0,창원시청 환경정책과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2824,공중화장실,대발령 1쉼터,경남 창원시 진해구 진해대로,,N,2,1,0,0,0,0,2,0,0,진해구청 수산산림과,,-,,,,지방자치단체,기타,수거식,없음,N,없음,,2020-01-01
2825,공중화장실,대발령 2쉼터,경남 창원시 진해구 진해대로,,N,1,1,0,0,0,0,2,0,0,진해구청 수산산림과,,-,,,,지방자치단체,기타,수세식,,N,없음,,2020-01-01
2826,공중화장실,평산공원화장실,경남 창원시 의창구 팔용동 72-1,,N,2,3,1,1,0,0,2,1,0,의창구 산림농정과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2827,공중화장실,팔룡동 주민센터,경남 창원시 의창구 팔용로455번길 19 (팔용동),,N,5,6,1,1,0,0,6,1,0,팔룡동주민센터 총무담당,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2828,공중화장실,병암동주민센터,"경남 창원시 진해구 경화로16번길 31 (경화동, 병암동주민센터)",,Y,0,0,1,1,0,0,1,0,0,병암동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2829,공중화장실,경화문화의집 1층,"경남 창원시 진해구 경화로45번길 26 (경화동, 경화문화의집)",,N,1,2,1,1,0,0,1,1,0,경화동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2830,공중화장실,경화문화의집 3층,"경남 창원시 진해구 경화로45번길 26 (경화동, 경화문화의집)",,N,1,1,0,0,0,0,2,0,0,경화동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2831,공중화장실,경화동주민센터,"경남 창원시 진해구 경화로8번길 5 (경화동, 경화동주민센터)",,N,1,1,1,1,0,0,1,1,0,경화동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2832,공중화장실,경화동주민센터 2층,"경남 창원시 진해구 경화로8번길 5 (경화동, 경화동주민센터)",,Y,0,2,0,0,0,0,2,0,0,경화동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2833,공중화장실,남문지구(제6어린이공원),경남 창원시 진해구 남영로,,N,2,2,1,1,0,0,2,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2834,공중화장실,남문휴계소(흰돌메공원),경남 창원시 진해구 남영로 280,,N,2,4,0,0,0,0,5,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2835,공중화장실,용원 문화공원,경남 창원시 진해구 남영로 280,,N,2,3,1,1,0,0,3,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2836,공중화장실,흰돌메 휴게소 화장실,경남 창원시 진해구 남영로 373 (남양동),,N,2,4,0,0,0,0,4,0,0,진해구 문화위생과,,-,,,,지방자치단체,교통시설,수세식,,N,없음,,2020-01-01
2837,공중화장실,영길운동장 화장실,"경남 창원시 진해구 남영로 500 (남양동, 영길운동장)",,N,2,2,1,1,0,0,4,1,0,웅동1동주민센터,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-01-01
2838,공중화장실,냉천근린공원,경남 창원시 진해구 냉천로,,N,2,3,1,1,0,0,4,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-01-01
2839,공중화장실,자은제1어린이공원,경남 창원시 진해구 냉천로 108번길,,N,1,3,0,0,0,0,1,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2840,공중화장실,천자봉해오름길(사방댐 앞),경남 창원시 진해구 냉천로 151,,N,1,1,0,0,0,0,1,0,0,진해구청 수산산림과,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2841,공중화장실,자은동 SK엔크린 벚꽃주유소 화장실,경남 창원시 진해구 냉천로126번길 17-1 (자은동),,N,1,1,0,0,0,0,1,0,0,SK벚꽃주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2842,공중화장실,태백동주민자치센터 화장실,"경남 창원시 진해구 대야로36번길 6 (여좌동, 태백동주민자치센터)",,N,2,2,0,0,0,0,2,0,0,창원시청 환경정책과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2843,공중화장실,대장동자연발생유원지 공중화장실,경남 창원시 진해구 대장로241번길 22-8,,N,1,2,0,0,0,0,3,0,0,진해구 환경미화과,,-,,,,지방자치단체,기타,수거식,,N,없음,,2020-01-01
2844,공중화장실,자은동주민센터화장실,"경남 창원시 진해구 덕산로51번길 12 (자은동, 자은동주민센터)",,N,1,2,1,1,0,0,1,0,0,자은동주민센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2845,공중화장실,덕산동주민센터 화장실,"경남 창원시 진해구 동진로157번길 5 (풍호동, 덕산동주민센터)",,N,2,0,1,1,0,0,2,0,0,진해구 덕산동,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2846,공중화장실,만리들어린이공원,경남 창원시 진해구 동진로35번길,,N,1,2,0,0,0,0,1,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2847,공중화장실,석동근린공원,경남 창원시 진해구 동진로61번길 31,,N,3,3,1,1,0,0,4,0,0,진해구청 수산산림과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2848,공중화장실,용추계곡 공중화장실,경남 창원시 진해구 마천로103번길 43,,N,1,1,0,0,0,0,1,0,0,진해구 문화위생과,,-,,,,지방자치단체,기타,수거식,없음,N,없음,,2020-01-01
2849,공중화장실,해양공원 솔라파크 전시동 화장실,"경남 창원시 진해구 명동로 62 (명동, 진해해양공원)",,N,8,16,1,1,0,0,12,1,0,창원시설공단 해양공원팀,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-01-01
2850,공중화장실,해양공원 어류생태학습관 화장실,"경남 창원시 진해구 명동로 62 (명동, 진해해양공원)",,N,5,6,1,1,0,0,7,1,0,창원시설공단 해양공원팀,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-01-01
2851,공중화장실,해양공원 주차타워 화장실,"경남 창원시 진해구 명동로 62 (명동, 진해해양공원)",,N,8,8,0,0,0,0,8,0,0,창원시설공단 해양공원팀,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-01-01
2852,공중화장실,해양공원 해전사체험관 화장실,"경남 창원시 진해구 명동로 62 (명동, 진해해양공원)",,N,3,4,1,1,0,0,5,0,0,창원시설공단 해양공원팀,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2853,간이화장실,해양공원 야외화장실,"경남 창원시 진해구 명동로 62(명동, 진해해양공원)",,N,2,3,0,0,0,0,5,0,0,창원시설공단 해양공원관리소,,24시간,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-03-27
2854,공중화장실,남화장실,"경남 창원시 진해구 백구로 40 (통신동, 진해우체국)",,N,0,1,0,0,0,0,0,0,0,진해우체국,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2855,공중화장실,여자화장실,"경남 창원시 진해구 백구로 40 (통신동, 진해우체국)",,N,0,0,1,1,0,0,2,1,0,진해우체국,,-,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-01-01
2856,공중화장실,우리은행 1층 복도 화장실,"경남 창원시 진해구 백구로 56 (평안동, (주)우리은행 진해지점)",,N,2,3,0,0,0,0,2,0,0,우리은행,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2857,공중화장실,창원소방본부 대흥119안전센터 1층 화장실,"경남 창원시 진해구 백구로 72 (대흥동, 진해소방서)",,N,3,3,0,0,0,0,1,0,0,창원소방본부 소방행정과,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2858,공중화장실,진해 충무파출소,경남 창원시 진해구 벚꽃로 36,,Y,1,2,0,0,0,0,1,1,0,진해경찰서 충무파출소,,24시간,,,,공공기관,공공용시설,수세식,,Y,,,2020-05-12
2859,공중화장실,진해기적의도서관,"경남 창원시 진해구 석동로 70 (석동, 기적의도서관)",,N,2,3,1,1,0,0,3,0,0,진해도서관,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,,,2020-01-01
2860,공중화장실,태을정주유소,경남 창원시 의창구 대산면 모산길 23 (모산리),,N,1,1,0,0,0,0,1,0,0,태을정주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2861,공중화장실,대산119안전센터 화장실,"경남 창원시 의창구 대산면 봉강가술로 583 (가술리, 창원소방서대산지역대)",,Y,0,1,0,0,0,0,1,0,0,대산119안전센터,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2862,공중화장실,대산문화체육공원,경남 창원시 의창구 대산면 북부리 137-10,,N,1,1,0,0,0,0,2,0,0,창원시 하천과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2863,공중화장실,대산문화체육공원,경남 창원시 의창구 대산면 북부리 143-1,,N,1,1,0,0,0,0,2,0,0,창원시 하천과,,-,,,,지방자치단체,공공용시설,수거식,없음,N,없음,,2020-01-01
2864,공중화장실,대산문화체육공원,경남 창원시 의창구 대산면 북부리 145,,N,2,2,0,0,0,0,3,0,0,창원시 하천과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2865,공중화장실,대산문화체육공원,경남 창원시 의창구 대산면 북부리 146-1,,N,1,1,0,0,0,0,2,0,0,창원시 하천과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2866,공중화장실,대산면사무소 화장실,"경남 창원시 의창구 대산면 주남로 577 (가술리, 대산면사무소)",,N,2,2,1,1,0,0,2,1,0,대산면사무소,,-,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2867,공중화장실,SK엔크린 광진주유소,"경남 창원시 의창구 대산면 진산대로 296 (제동리, SK 광진주유소)",,N,2,4,0,0,0,0,2,0,0,SK엔크린 광진주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2868,공중화장실,대산파출소 화장실,경남 창원시 의창구 대산면 진산대로 415,,Y,0,1,0,0,0,0,1,0,0,창원서부경찰서,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2869,공중화장실,현대오일뱅크 삼영에너지,경남 창원시 의창구 대산면 진산대로 418 (제동리),,N,1,2,0,0,0,0,1,0,0,현대오일뱅크 삼영에너지,,영업시간 내,,,,민간,기타,수세식,없음,N,없음,,2020-01-01
2870,공중화장실,한국농어촌공사 창원지사,경남 창원시 의창구 대산면 진산대로 430-51 (제동리),,N,2,4,1,1,0,0,2,1,0,한국농어촌공사 창원지사,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2871,공중화장실,SK엔크린 초원제2주유소,"경남 창원시 의창구 대산면 진산대로 636 (모산리, 거산주유소)",,N,1,1,0,0,0,0,1,0,0,SK엔크린 초원제2주유소,,영업시간 내,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-01-01
2872,공중화장실,대산면 평생교육센터 화장실,경남 창원시 의창구 대산면 진산대로355번길 20 (제동리),,N,0,0,0,0,0,0,2,0,0,대산면사무소,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2873,공중화장실,대원레포츠공원 테니스장 옆 공원,경남 창원시 의창구 대원동 109,,N,1,2,1,1,0,0,2,1,0,의창구 산림농정과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2874,공중화장실,도계동 체육공원,"경남 창원시 의창구 도계두리길 199 (도계동, 공중화장실)",,N,2,2,1,1,0,0,3,1,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2875,공중화장실,동읍119안전센터 화장실,"경남 창원시 의창구 동읍 동읍로71번길 14-14 (용잠리, 동읍119안전센터)",,Y,0,1,0,0,0,0,1,0,0,동읍119안전센터,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2876,공중화장실,본포생태공원,경남 창원시 의창구 동읍 본포리 141-6,,N,2,2,1,1,0,0,3,0,0,창원시 하천과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2877,공중화장실,합산마을 앞,경남 창원시 의창구 동읍 산남리 315-3,,N,1,1,0,0,0,0,1,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2878,공중화장실,동읍 주민운동장,경남 창원시 의창구 동읍 용잠리 650-2,,N,3,3,1,1,0,0,5,1,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2879,공중화장실,수문 앞,경남 창원시 의창구 동읍 월잠리 78-5,,N,2,2,0,0,0,0,3,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수거식,없음,N,없음,,2020-01-01
2880,공중화장실,동읍파출소 내 화장실,경남 창원시 의창구 동읍 의창대로 902,,Y,0,1,0,0,0,0,1,0,0,마산합포구 진전면,,근무시간 내,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-01-01
2881,공중화장실,동읍 공설운동장,경남 창원시 의창구 동읍 의창대로 920-7,,N,3,2,1,1,0,0,3,1,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-01-01
2882,공중화장실,주남저수지 람사르문화관 화장실,"경남 창원시 의창구 동읍 주남로101번길 26 (월잠리, 주남저수지람사르문화관)",,N,2,3,1,1,0,0,3,0,0,창원시청 환경정책과,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,,,2020-01-01
2883,공중화장실,주남저수지 탐조대 화장실,경남 창원시 의창구 동읍 주남로101번길 75 (월잠리),,N,1,2,1,1,0,0,3,0,0,창원시청 환경정책과,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,,,2020-01-01
2884,공중화장실,주남저수지 청둥오리 화장실,경남 창원시 의창구 동읍 죽동길46번길 68 (죽동리),,N,3,4,1,1,0,0,5,1,0,창원시청 환경정책과,,-,,,,지방자치단체,관광·체육시설,수세식,없음,N,,,2020-01-01
2885,공중화장실,관음사 입구,경남 창원시 의창구 동정동 산30-4,,N,1,1,0,0,0,0,2,0,0,창원시 의창구 환경미화과,,-,,,,지방자치단체,관광·체육시설,수거식,,N,없음,,2020-01-01
